Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
46	:	1684426659.793	     0.079	0	101	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/NKI_27_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
50	:	1684426659.817	     0.061	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P695T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
55	:	1684426659.839	     0.046	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/AR_PDX_136.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
59	:	1684426659.858	     0.029	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P450T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
54	:	1684426659.837	     0.060	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P313T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
45	:	1684426659.788	     0.111	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P310T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
60	:	1684426659.873	     0.031	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P279T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
43	:	1684426659.770	     0.135	0	89	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/DF_AR_1730T.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
58	:	1684426659.850	     0.058	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P227T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
61	:	1684426659.875	     0.035	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P254T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
63	:	1684426659.887	     0.023	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P327T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
64	:	1684426659.889	     0.024	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P555T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
40	:	1684426659.762	     0.152	0	89	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/DF_AR_1798T.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
65	:	1684426659.898	     0.032	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P272T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
62	:	1684426659.879	     0.052	0	99	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/NKI_1_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
72	:	1684426659.915	     0.026	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P295T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
69	:	1684426659.910	     0.037	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P431T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
73	:	1684426659.916	     0.037	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P737T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
53	:	1684426659.822	     0.132	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/AR_PDX_167.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
56	:	1684426659.844	     0.113	0	89	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/DF_AR_1239T.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
70	:	1684426659.911	     0.046	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P262T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
74	:	1684426659.932	     0.029	0	87	0	0	lift_hg19_hg38 /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed/P511T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/users/temi/software/liftOver /lus/grand/projects/covid-ct/imlab/data/liftover_files/hg19ToHg38.over.chain.gz /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38
