Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
19	:	1684427965.654	     0.026	0	69	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_29_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
1	:	1684427965.594	     0.101	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P509T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
17	:	1684427965.649	     0.049	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P257T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
21	:	1684427965.664	     0.049	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P710T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
26	:	1684427965.715	     0.012	0	67	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_5_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
25	:	1684427965.700	     0.032	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P449T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
23	:	1684427965.683	     0.052	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P300T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
18	:	1684427965.652	     0.085	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P268T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
15	:	1684427965.623	     0.118	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P462T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
27	:	1684427965.728	     0.016	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P506T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
30	:	1684427965.739	     0.016	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P355T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
9	:	1684427965.606	     0.154	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P618T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
29	:	1684427965.737	     0.023	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P747T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
7	:	1684427965.603	     0.164	0	79	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_25_AR_Healthy_rep2.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
31	:	1684427965.743	     0.029	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P342T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
34	:	1684427965.761	     0.018	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P265T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
37	:	1684427965.774	     0.011	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P349T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
38	:	1684427965.780	     0.018	0	67	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_7_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
28	:	1684427965.734	     0.065	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P540T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
24	:	1684427965.698	     0.105	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P230T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
32	:	1684427965.747	     0.065	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P294T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
4	:	1684427965.599	     0.220	0	65	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_23_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
39	:	1684427965.787	     0.057	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P500T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
41	:	1684427965.801	     0.044	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P464T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
42	:	1684427965.806	     0.049	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P680T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
35	:	1684427965.763	     0.095	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P305T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
36	:	1684427965.769	     0.109	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1853T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
47	:	1684427965.858	     0.023	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P336T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
14	:	1684427965.616	     0.274	0	59	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_189_4.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
33	:	1684427965.757	     0.141	0	63	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_7_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
51	:	1684427965.892	     0.009	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P475T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
49	:	1684427965.881	     0.033	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P544T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
48	:	1684427965.860	     0.055	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P223T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
52	:	1684427965.900	     0.028	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P832T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
22	:	1684427965.675	     0.258	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P427T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
44	:	1684427965.850	     0.092	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P301T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
13	:	1684427965.614	     0.347	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_4024T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
57	:	1684427965.935	     0.029	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P531T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
46	:	1684427965.853	     0.113	0	69	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_27_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
50	:	1684427965.882	     0.085	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P695T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
55	:	1684427965.918	     0.052	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_136.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
63	:	1684427965.972	     0.011	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P327T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
59	:	1684427965.963	     0.021	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P450T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
60	:	1684427965.966	     0.021	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P279T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
54	:	1684427965.916	     0.078	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P313T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
61	:	1684427965.968	     0.028	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P254T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
64	:	1684427965.984	     0.013	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P555T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
58	:	1684427965.944	     0.069	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P227T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
65	:	1684427965.987	     0.036	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P272T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
62	:	1684427965.970	     0.056	0	67	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_1_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
45	:	1684427965.851	     0.187	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P310T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
72	:	1684427966.028	     0.010	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P295T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
69	:	1684427965.999	     0.049	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P431T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
43	:	1684427965.814	     0.243	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1730T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
40	:	1684427965.799	     0.263	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1798T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
70	:	1684427966.014	     0.048	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P262T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
74	:	1684427966.041	     0.040	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P511T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
67	:	1684427965.996	     0.085	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_141.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
73	:	1684427966.039	     0.052	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P737T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
77	:	1684427966.063	     0.029	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P280T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
68	:	1684427965.997	     0.102	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P352T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
56	:	1684427965.930	     0.181	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1239T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
53	:	1684427965.904	     0.213	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_167.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
84	:	1684427966.114	     0.014	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P560T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
85	:	1684427966.119	     0.015	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P603T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
78	:	1684427966.065	     0.090	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P324T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
66	:	1684427965.989	     0.175	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1636T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
71	:	1684427966.024	     0.160	0	65	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_27_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
75	:	1684427966.049	     0.147	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P266T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
90	:	1684427966.185	     0.012	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P444T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
92	:	1684427966.200	     0.011	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P452T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
80	:	1684427966.084	     0.128	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P536T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
82	:	1684427966.095	     0.132	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_86_2.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
79	:	1684427966.082	     0.147	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_35.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
81	:	1684427966.093	     0.136	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1592T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
86	:	1684427966.130	     0.105	0	79	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_25_AR_Healthy_rep1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
94	:	1684427966.216	     0.036	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P534T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
95	:	1684427966.229	     0.032	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P263T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
76	:	1684427966.059	     0.214	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P255T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
100	:	1684427966.263	     0.013	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P717T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
93	:	1684427966.214	     0.076	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P426T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
99	:	1684427966.255	     0.057	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P456T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
97	:	1684427966.233	     0.108	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_81.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
89	:	1684427966.166	     0.180	0	59	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_170_3.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
104	:	1684427966.315	     0.036	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P261T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
103	:	1684427966.292	     0.066	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P276T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
106	:	1684427966.348	     0.016	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P348T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
88	:	1684427966.158	     0.209	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P343T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
102	:	1684427966.277	     0.095	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P249T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
110	:	1684427966.369	     0.042	0	69	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_19_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
105	:	1684427966.342	     0.092	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P507T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
112	:	1684427966.414	     0.020	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P274T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
109	:	1684427966.365	     0.081	0	65	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_29_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
87	:	1684427966.136	     0.318	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_92.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
113	:	1684427966.436	     0.026	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P513T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
101	:	1684427966.276	     0.197	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_58.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
115	:	1684427966.448	     0.036	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P643T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
111	:	1684427966.375	     0.130	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_70.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
117	:	1684427966.464	     0.042	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P466T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
108	:	1684427966.361	     0.151	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P674T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
96	:	1684427966.231	     0.299	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_2815T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
116	:	1684427966.456	     0.078	0	63	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_5_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
120	:	1684427966.506	     0.042	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P298T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
83	:	1684427966.102	     0.451	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_1816T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
114	:	1684427966.439	     0.125	0	65	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_13_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
