index	identifier	sum_stat	mark	detail	target	assay	feature_names
312	ENCFF034GYI	mean	DNASE	muscle of back male embryo (97 days)		DNase-seq	f_313
313	ENCFF160KJF	mean	DNASE	muscle of leg male embryo (96 days)		DNase-seq	f_314
314	ENCFF071LJS	mean	DNASE	right lung female embryo (105 days)		DNase-seq	f_315
315	ENCFF193BCL	mean	DNASE	NAMALWA treated with Sendai virus for 2 hours		DNase-seq	f_316
316	ENCFF964WUW	mean	DNASE	renal pelvis male embryo (127 days)		DNase-seq	f_317
317	ENCFF736ZAN	mean	DNASE	muscle of arm male embryo (96 days)		DNase-seq	f_318
318	ENCFF064YHT	mean	DNASE	heart male child (3 years)		DNase-seq	f_319
319	ENCFF536FNG	mean	DNASE	brain female embryo (117 days)		DNase-seq	f_320
320	ENCFF428DTK	mean	DNASE	muscle of arm female embryo (85 days)		DNase-seq	f_321
321	ENCFF782WKY	mean	DNASE	heart male embryo (110 days)		DNase-seq	f_322
322	ENCFF464NHA	mean	DNASE	L1-S8		DNase-seq	f_323
323	ENCFF468PTJ	mean	DNASE	CD8-positive, alpha-beta T cell male adult (37 years)		DNase-seq	f_324
324	ENCFF847HLP	mean	DNASE	muscle of back male embryo (91 day)		DNase-seq	f_325
325	ENCFF637LBX	mean	DNASE	left renal pelvis male embryo (105 days)		DNase-seq	f_326
326	ENCFF751LHL	mean	DNASE	middle frontal gyrus male adult (78 years)		DNase-seq	f_327
327	ENCFF267BLE	mean	DNASE	lung male embryo (103 days)		DNase-seq	f_328
328	ENCFF915OOI	mean	DNASE	heart male embryo (105 days)		DNase-seq	f_329
329	ENCFF688UBR	mean	DNASE	left renal pelvis male embryo (120 days)		DNase-seq	f_330
330	ENCFF570PTC	mean	DNASE	common myeloid progenitor, CD34-positive female adult (50 years)		DNase-seq	f_331
331	ENCFF137XIB	mean	DNASE	Peyer's patch female adult (53 years)		DNase-seq	f_332
332	ENCFF123ENC	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_333
333	ENCFF158ALT	mean	DNASE	hematopoietic multipotent progenitor cell		DNase-seq	f_334
334	ENCFF386DMJ	mean	DNASE	right kidney male embryo (87 days)		DNase-seq	f_335
335	ENCFF367MHB	mean	DNASE	tibial artery male adult (37 years)		DNase-seq	f_336
336	ENCFF620RYJ	mean	DNASE	renal cell carcinoma		DNase-seq	f_337
337	ENCFF936MHE	mean	DNASE	thymus female embryo (113 days)		DNase-seq	f_338
338	ENCFF003FBE	mean	DNASE	brain female embryo (109 days)		DNase-seq	f_339
339	ENCFF399TJD	mean	DNASE	Daoy		DNase-seq	f_340
340	ENCFF305GOM	mean	DNASE	A673		DNase-seq	f_341
341	ENCFF147PGS	mean	DNASE	muscle of arm male embryo (101 day)		DNase-seq	f_342
342	ENCFF941ILF	mean	DNASE	muscle of arm female embryo (120 days)		DNase-seq	f_343
343	ENCFF779BIA	mean	DNASE	muscle of back male embryo (105 days)		DNase-seq	f_344
344	ENCFF647YEC	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_345
345	ENCFF095HIQ	mean	DNASE	ecto neural progenitor cell originated from H9		DNase-seq	f_346
346	ENCFF708ZHA	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 17 days, kit ligand for 17 days, hydrocortisone succinate for 17 days, erythropoietin for 17 days		DNase-seq	f_347
347	ENCFF136YOJ	mean	DNASE	hepatocyte originated from H9		DNase-seq	f_348
348	ENCFF078RPO	mean	DNASE	renal pelvis male embryo (97 days)		DNase-seq	f_349
349	ENCFF802UAF	mean	DNASE	heart embryo (101 day)		DNase-seq	f_350
350	ENCFF761ZJC	mean	DNASE	large intestine male embryo (115 days)		DNase-seq	f_351
351	ENCFF010ZNC	mean	DNASE	T-cell male adult (37 years)		DNase-seq	f_352
352	ENCFF053JYY	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_353
353	ENCFF259NLK	mean	DNASE	CD1c-positive myeloid dendritic cell		DNase-seq	f_354
354	ENCFF220IWU	mean	DNASE	B cell male adult (21 year)		DNase-seq	f_355
355	ENCFF029ZOX	mean	DNASE	superior temporal gyrus male adult (84 years)		DNase-seq	f_356
356	ENCFF801JJS	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_357
357	ENCFF294LWY	mean	DNASE	iPS DF 19.11 male newborn		DNase-seq	f_358
358	ENCFF973KXU	mean	DNASE	hindlimb muscle male embryo (120 days)		DNase-seq	f_359
359	ENCFF955DHP	mean	DNASE	MCF 10A treated with 1 uM tamoxifen for 6 hours		DNase-seq	f_360
360	ENCFF017NBX	mean	DNASE	sigmoid colon male adult (54 years)		DNase-seq	f_361
361	ENCFF851MCI	mean	DNASE	heart male embryo (120 days)		DNase-seq	f_362
362	ENCFF083ELT	mean	DNASE	tibial nerve female adult (51 year)		DNase-seq	f_363
363	ENCFF531MYW	mean	DNASE	adipocyte		DNase-seq	f_364
364	ENCFF562EUF	mean	DNASE	muscle of trunk female embryo (121 day)		DNase-seq	f_365
365	ENCFF920CTO	mean	DNASE	left cardiac atrium female embryo (101 day)		DNase-seq	f_366
366	ENCFF213QWE	mean	DNASE	T-cell male adult (21 year)		DNase-seq	f_367
367	ENCFF645BQM	mean	DNASE	right kidney male embryo (108 days)		DNase-seq	f_368
368	ENCFF166VWE	mean	DNASE	adrenal gland female embryo (108 days)		DNase-seq	f_369
369	ENCFF121CVF	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 11 day, kit ligand for 11 day, hydrocortisone succinate for 11 day, erythropoietin for 11 day		DNase-seq	f_370
370	ENCFF947HEA	mean	DNASE	brain male embryo (105 days)		DNase-seq	f_371
371	ENCFF116YEY	mean	DNASE	body of pancreas female adult (53 years)		DNase-seq	f_372
372	ENCFF963ION	mean	DNASE	left kidney female embryo (147 days)		DNase-seq	f_373
373	ENCFF133LMW	mean	DNASE	CD4-positive, alpha-beta T cell male adult (37 years)		DNase-seq	f_374
374	ENCFF953EXS	mean	DNASE	KBM-7		DNase-seq	f_375
375	ENCFF241XMS	mean	DNASE	psoas muscle male child (3 years)		DNase-seq	f_376
376	ENCFF190AUQ	mean	DNASE	ovary female embryo		DNase-seq	f_377
377	ENCFF175IFH	mean	DNASE	RKO		DNase-seq	f_378
378	ENCFF869XYK	mean	DNASE	leg bone male embryo (81 day)		DNase-seq	f_379
379	ENCFF479JXO	mean	DNASE	glomerular visceral epithelial cell child (3 years)		DNase-seq	f_380
380	ENCFF520XMG	mean	DNASE	foreskin melanocyte male newborn		DNase-seq	f_381
381	ENCFF249WKV	mean	DNASE	embryonic facial prominence embryo (53 days) and embryo (58 days)		DNase-seq	f_382
382	ENCFF154NSS	mean	DNASE	vagina female adult (53 years)		DNase-seq	f_383
383	ENCFF890HSZ	mean	DNASE	kidney female embryo (85 days)		DNase-seq	f_384
384	ENCFF990QEC	mean	DNASE	muscle of back male embryo (96 days)		DNase-seq	f_385
385	ENCFF736QYT	mean	DNASE	muscle of trunk female embryo (113 days)		DNase-seq	f_386
386	ENCFF732WSQ	mean	DNASE	iPS DF 19.7 male newborn		DNase-seq	f_387
387	ENCFF631ZXV	mean	DNASE	right lung female embryo (110 days)		DNase-seq	f_388
388	ENCFF216TLU	mean	DNASE	left lung male embryo (87 days)		DNase-seq	f_389
389	ENCFF471TWL	mean	DNASE	large intestine female embryo (105 days)		DNase-seq	f_390
390	ENCFF338GCP	mean	DNASE	right lung female embryo (98 days)		DNase-seq	f_391
391	ENCFF573KUK	mean	DNASE	leg bone male embryo (81 day)		DNase-seq	f_392
392	ENCFF724HAH	mean	DNASE	CD14-positive monocyte male adult (21 year)		DNase-seq	f_393
393	ENCFF897JFY	mean	DNASE	muscle of arm male embryo (120 days)		DNase-seq	f_394
394	ENCFF799HNC	mean	DNASE	Peyer's patch male adult (37 years)		DNase-seq	f_395
395	ENCFF139ZYV	mean	DNASE	common myeloid progenitor, CD34-positive male adult (36 years)		DNase-seq	f_396
396	ENCFF549BSX	mean	DNASE	left lung female embryo (108 days)		DNase-seq	f_397
397	ENCFF359LKO	mean	DNASE	small intestine female embryo (91 day)		DNase-seq	f_398
398	ENCFF896FUI	mean	DNASE	MM.1S		DNase-seq	f_399
399	ENCFF410TTD	mean	DNASE	sigmoid colon female adult (51 year)		DNase-seq	f_400
400	ENCFF852RDH	mean	DNASE	left lung female embryo (105 days)		DNase-seq	f_401
401	ENCFF523VFS	mean	DNASE	common myeloid progenitor, CD34-positive female adult (33 years)		DNase-seq	f_402
402	ENCFF773NZF	mean	DNASE	retina embryo (125 days) and male embryo (103 days)		DNase-seq	f_403
403	ENCFF468SMI	mean	DNASE	brain male embryo (72 days) and male embryo (76 days)		DNase-seq	f_404
404	ENCFF302BVR	mean	DNASE	muscle of back male embryo (108 days)		DNase-seq	f_405
405	ENCFF706WOH	mean	DNASE	IMR-90		DNase-seq	f_406
406	ENCFF036RHD	mean	DNASE	lung female embryo (108 days)		DNase-seq	f_407
407	ENCFF877ULZ	mean	DNASE	left lung male embryo (113 days)		DNase-seq	f_408
408	ENCFF506FHA	mean	DNASE	OCI-LY7		DNase-seq	f_409
409	ENCFF300WUQ	mean	DNASE	upper lobe of left lung female adult (51 year)		DNase-seq	f_410
410	ENCFF117DAB	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 18 days, kit ligand for 18 days, hydrocortisone succinate for 18 days, erythropoietin for 18 days		DNase-seq	f_411
411	ENCFF681JFJ	mean	DNASE	putamen male adult (78 years)		DNase-seq	f_412
412	ENCFF893ONO	mean	DNASE	common myeloid progenitor, CD34-positive male adult (42 years)		DNase-seq	f_413
413	ENCFF555ENQ	mean	DNASE	placenta embryo (53 days)		DNase-seq	f_414
414	ENCFF758ZBZ	mean	DNASE	kidney male embryo (105 days)		DNase-seq	f_415
415	ENCFF185JEB	mean	DNASE	heart left ventricle female embryo (136 days)		DNase-seq	f_416
416	ENCFF966IYT	mean	DNASE	small intestine female embryo (108 days)		DNase-seq	f_417
417	ENCFF692FQU	mean	DNASE	LoVo		DNase-seq	f_418
418	ENCFF564DYF	mean	DNASE	cerebellar cortex male adult (78 years) and male adult (84 years)		DNase-seq	f_419
419	ENCFF710LQM	mean	DNASE	lung embryo (67 days)		DNase-seq	f_420
420	ENCFF413EKZ	mean	DNASE	transverse colon female adult (53 years)		DNase-seq	f_421
421	ENCFF482UKP	mean	DNASE	brain embryo (80 days)		DNase-seq	f_422
422	ENCFF922XNR	mean	DNASE	stomach female embryo (108 days)		DNase-seq	f_423
423	ENCFF622CII	mean	DNASE	umbilical cord embryo (59 days) and male embryo (76 days)		DNase-seq	f_424
424	ENCFF683HAF	mean	DNASE	muscle of leg male embryo (105 days)		DNase-seq	f_425
425	ENCFF109WQI	mean	DNASE	Caki2		DNase-seq	f_426
426	ENCFF644WCO	mean	DNASE	muscle of arm female embryo (105 days)		DNase-seq	f_427
427	ENCFF910FZX	mean	DNASE	foreskin melanocyte male newborn		DNase-seq	f_428
428	ENCFF450EHI	mean	DNASE	stomach male embryo (108 days)		DNase-seq	f_429
429	ENCFF381POQ	mean	DNASE	body of pancreas male adult (37 years)		DNase-seq	f_430
430	ENCFF631XBY	mean	DNASE	renal cortex interstitium female embryo (120 days)		DNase-seq	f_431
431	ENCFF095KFF	mean	DNASE	body of pancreas female adult (51 year)		DNase-seq	f_432
432	ENCFF824OUT	mean	DNASE	large intestine male embryo (105 days)		DNase-seq	f_433
433	ENCFF850IPE	mean	DNASE	limb embryo (58 days) and embryo (59 days)		DNase-seq	f_434
434	ENCFF461COG	mean	DNASE	heart female embryo (147 days)		DNase-seq	f_435
435	ENCFF135BIN	mean	DNASE	heart male embryo (96 days)		DNase-seq	f_436
436	ENCFF785TYR	mean	DNASE	right renal pelvis male embryo (120 days)		DNase-seq	f_437
437	ENCFF149IUC	mean	DNASE	left lung female embryo (117 days)		DNase-seq	f_438
438	ENCFF858RAV	mean	DNASE	thymus female embryo (98 days)		DNase-seq	f_439
439	ENCFF802LRO	mean	DNASE	ovary female adult (53 years)		DNase-seq	f_440
440	ENCFF925SLC	mean	DNASE	left kidney male embryo (115 days)		DNase-seq	f_441
441	ENCFF527VFR	mean	DNASE	thymus male embryo (113 days)		DNase-seq	f_442
442	ENCFF176WVA	mean	DNASE	placenta female embryo (105 days)		DNase-seq	f_443
443	ENCFF746DZE	mean	DNASE	EH		DNase-seq	f_444
444	ENCFF354FAY	mean	DNASE	renal cortex interstitium male embryo (97 days)		DNase-seq	f_445
445	ENCFF933ZHA	mean	DNASE	placenta embryo (102 days)		DNase-seq	f_446
446	ENCFF708XRO	mean	DNASE	placenta embryo (56 days) and embryo (59 days)		DNase-seq	f_447
447	ENCFF407LCA	mean	DNASE	renal pelvis female embryo (103 days)		DNase-seq	f_448
448	ENCFF462ZLK	mean	DNASE	right lobe of liver female adult (53 years)		DNase-seq	f_449
449	ENCFF660PED	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_450
450	ENCFF616AAF	mean	DNASE	tongue male embryo (72 days)		DNase-seq	f_451
451	ENCFF723EYP	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_452
452	ENCFF775FBE	mean	DNASE	liver female embryo (101 day) and female embryo (113 days)		DNase-seq	f_453
453	ENCFF658BNW	mean	DNASE	large intestine female embryo (107 days)		DNase-seq	f_454
454	ENCFF438MEL	mean	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 6 days, kit ligand for 6 days, hydrocortisone succinate for 6 days, erythropoietin for 6 days		DNase-seq	f_455
455	ENCFF819VID	mean	DNASE	common myeloid progenitor, CD34-positive male		DNase-seq	f_456
456	ENCFF389EEG	mean	DNASE	small intestine female embryo (98 days)		DNase-seq	f_457
457	ENCFF658FXQ	mean	DNASE	CD4-positive, alpha-beta T cell male adult (21 year)		DNase-seq	f_458
458	ENCFF503ZTL	mean	DNASE	brain male embryo (101 day)		DNase-seq	f_459
459	ENCFF124SMB	mean	DNASE	placenta female embryo (101 day) and male embryo (105 days)		DNase-seq	f_460
460	ENCFF069WLL	mean	DNASE	renal pelvis male embryo (91 day)		DNase-seq	f_461
461	ENCFF830TGU	mean	DNASE	lung embryo (80 days) and male embryo (76 days)		DNase-seq	f_462
462	ENCFF460VUW	mean	DNASE	Ammon's horn male adult (84 years)		DNase-seq	f_463
463	ENCFF596JMX	mean	DNASE	muscle of back female embryo (105 days)		DNase-seq	f_464
464	ENCFF606ESZ	mean	DNASE	lung male embryo (82 days)		DNase-seq	f_465
465	ENCFF946AQO	mean	DNASE	left renal cortex interstitium male embryo (105 days)		DNase-seq	f_466
466	ENCFF925UKW	mean	DNASE	trophoblast cell embryo (17 weeks) and embryo (18 weeks)		DNase-seq	f_467
467	ENCFF548BBX	mean	DNASE	RPMI8226		DNase-seq	f_468
468	ENCFF243OFZ	mean	DNASE	small intestine male embryo (91 day)		DNase-seq	f_469
469	ENCFF641HVS	mean	DNASE	brain embryo (56 days) and male embryo (58 days)		DNase-seq	f_470
470	ENCFF158QOY	mean	DNASE	pancreas female adult (30 years)		DNase-seq	f_471
471	ENCFF080JZX	mean	DNASE	adrenal gland female adult (53 years)		DNase-seq	f_472
472	ENCFF322ALX	mean	DNASE	breast epithelium female adult (51 year)		DNase-seq	f_473
473	ENCFF028YSP	mean	DNASE	left kidney male embryo (87 days)		DNase-seq	f_474
474	ENCFF010FIA	mean	DNASE	renal pelvis female embryo (96 days)		DNase-seq	f_475
475	ENCFF581JYZ	mean	DNASE	stomach male embryo (127 days)		DNase-seq	f_476
476	ENCFF726GTU	mean	DNASE	CD8-positive, alpha-beta T cell female adult (34 years)		DNase-seq	f_477
477	ENCFF599PVD	mean	DNASE	spinal cord female embryo (89 days)		DNase-seq	f_478
478	ENCFF174TXJ	mean	DNASE	muscle of arm male embryo (97 days)		DNase-seq	f_479
479	ENCFF161NZJ	mean	DNASE	renal pelvis female embryo (105 days)		DNase-seq	f_480
480	ENCFF442SRX	mean	DNASE	HAP-1		DNase-seq	f_481
481	ENCFF909HEZ	mean	DNASE	SJSA1		DNase-seq	f_482
482	ENCFF113RRS	mean	DNASE	retina embryo (74 days) and embryo (85 days)		DNase-seq	f_483
483	ENCFF906KHN	mean	DNASE	muscle of leg male embryo (127 days)		DNase-seq	f_484
484	ENCFF900LOG	mean	DNASE	fibroblast of skin of abdomen male embryo (97 days)		DNase-seq	f_485
485	ENCFF399ISP	mean	DNASE	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days		DNase-seq	f_486
486	ENCFF138ZHG	mean	DNASE	stomach female embryo (147 days)		DNase-seq	f_487
487	ENCFF969AND	mean	DNASE	lung male embryo (54 days) and male embryo (58 days)		DNase-seq	f_488
488	ENCFF508ADO	mean	DNASE	T-cell male adult (36 years)		DNase-seq	f_489
489	ENCFF801DBL	mean	DNASE	T-cell male adult (21 year)		DNase-seq	f_490
490	ENCFF401DZU	mean	DNASE	HK-2		DNase-seq	f_491
491	ENCFF673ICX	mean	DNASE	NCI-H460		DNase-seq	f_492
492	ENCFF655RAK	mean	DNASE	left lung male embryo (96 days)		DNase-seq	f_493
493	ENCFF005DPL	mean	DNASE	common myeloid progenitor, CD34-positive male adult (23 years)		DNase-seq	f_494
494	ENCFF766YIL	mean	DNASE	stomach female adult (51 year)		DNase-seq	f_495
495	ENCFF502EPK	mean	DNASE	CD4-positive, alpha-beta T cell female adult (33 years)		DNase-seq	f_496
496	ENCFF740DGO	mean	DNASE	kidney female embryo (113 days)		DNase-seq	f_497
497	ENCFF600WZF	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_498
498	ENCFF180IFD	mean	DNASE	placenta female embryo (85 days)		DNase-seq	f_499
499	ENCFF361UTR	mean	DNASE	brain male embryo (122 days)		DNase-seq	f_500
500	ENCFF903LEE	mean	DNASE	muscle of arm male embryo (97 days)		DNase-seq	f_501
501	ENCFF161UUJ	mean	DNASE	renal cortex interstitium female embryo (103 days)		DNase-seq	f_502
502	ENCFF126DFR	mean	DNASE	thyroid gland female adult (51 year)		DNase-seq	f_503
503	ENCFF889CMZ	mean	DNASE	NAMALWA		DNase-seq	f_504
504	ENCFF351UQV	mean	DNASE	heart embryo (59 days) and female embryo (76 days)		DNase-seq	f_505
505	ENCFF365LXQ	mean	DNASE	large intestine male embryo (105 days)		DNase-seq	f_506
506	ENCFF260OFK	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_507
507	ENCFF307BRD	mean	DNASE	right kidney male embryo (96 days)		DNase-seq	f_508
508	ENCFF722MXM	mean	DNASE	CD14-positive monocyte male adult (37 years)		DNase-seq	f_509
509	ENCFF422YYH	mean	DNASE	ELF-1		DNase-seq	f_510
510	ENCFF024WMP	mean	DNASE	spinal cord female embryo (113 days)		DNase-seq	f_511
511	ENCFF090EZE	mean	DNASE	spleen embryo (112 days)		DNase-seq	f_512
512	ENCFF010TXA	mean	DNASE	left lung female embryo (107 days)		DNase-seq	f_513
513	ENCFF538SYZ	mean	DNASE	thymus female embryo		DNase-seq	f_514
514	ENCFF131RGB	mean	DNASE	CD4-positive, alpha-beta T cell male adult (21 year)		DNase-seq	f_515
515	ENCFF827CLR	mean	DNASE	stomach female embryo (96 days)		DNase-seq	f_516
516	ENCFF923JHL	mean	DNASE	EL		DNase-seq	f_517
517	ENCFF759CKK	mean	DNASE	CD14-positive monocyte female adult (34 years)		DNase-seq	f_518
518	ENCFF290ZJP	mean	DNASE	thyroid gland female adult (53 years)		DNase-seq	f_519
519	ENCFF815MQN	mean	DNASE	adrenal gland female embryo (113 days)		DNase-seq	f_520
520	ENCFF545YJA	mean	DNASE	muscle of back male embryo (96 days)		DNase-seq	f_521
521	ENCFF332XCB	mean	DNASE	SJCRH30		DNase-seq	f_522
522	ENCFF985WGD	mean	DNASE	natural killer cell male adult (21 year)		DNase-seq	f_523
523	ENCFF702IWR	mean	DNASE	heart male embryo (72 days) and male embryo (76 days)		DNase-seq	f_524
524	ENCFF225GCE	mean	DNASE	midbrain male adult (78 years) and male adult (84 years)		DNase-seq	f_525
525	ENCFF338CIA	mean	DNASE	ovary female adult (30 years)		DNase-seq	f_526
526	ENCFF918FRW	mean	DNASE	mesendoderm originated from H1-hESC		DNase-seq	f_527
527	ENCFF104JJN	mean	DNASE	natural killer cell male adult (37 years)		DNase-seq	f_528
528	ENCFF125SYT	mean	DNASE	natural killer cell female adult (34 years)		DNase-seq	f_529
529	ENCFF380PKB	mean	DNASE	foreskin keratinocyte male newborn		DNase-seq	f_530
530	ENCFF488GEQ	mean	DNASE	stomach female embryo		DNase-seq	f_531
531	ENCFF285UPE	mean	DNASE	adrenal gland male embryo (108 days)		DNase-seq	f_532
532	ENCFF037YBR	mean	DNASE	testis male embryo		DNase-seq	f_533
533	ENCFF594UFP	mean	DNASE	mesenchymal stem cell originated from H1-hESC		DNase-seq	f_534
534	ENCFF264JCE	mean	DNASE	vagina female adult (51 year)		DNase-seq	f_535
535	ENCFF158JPG	mean	DNASE	common myeloid progenitor, CD34-positive male adult (43 years)		DNase-seq	f_536
536	ENCFF062BSK	mean	DNASE	heart right ventricle female embryo (101 day) and female embryo (103 days)		DNase-seq	f_537
537	ENCFF572BDN	mean	DNASE	L1-S8R		DNase-seq	f_538
538	ENCFF162WFN	mean	DNASE	heart female embryo (116 days) and female embryo (98 days)		DNase-seq	f_539
539	ENCFF747RHY	mean	DNASE	MCF 10A treated with 1 uM tamoxifen for 24 hours		DNase-seq	f_540
540	ENCFF923TRG	mean	DNASE	right renal pelvis male embryo (105 days)		DNase-seq	f_541
541	ENCFF851IQY	mean	DNASE	muscle of arm female embryo (98 days)		DNase-seq	f_542
542	ENCFF685WFL	mean	DNASE	H9 G1 phase genetically modified using stable transfection		DNase-seq	f_543
543	ENCFF094FZF	mean	DNASE	tibial nerve male adult (37 years)		DNase-seq	f_544
544	ENCFF098CIC	mean	DNASE	kidney male embryo (85 days)		DNase-seq	f_545
545	ENCFF645CDA	mean	DNASE	tongue female embryo (59 days) and female embryo (76 days)		DNase-seq	f_546
546	ENCFF950KRY	mean	DNASE	transverse colon female adult (51 year)		DNase-seq	f_547
547	ENCFF881JSN	mean	DNASE	right renal pelvis male embryo (105 days)		DNase-seq	f_548
548	ENCFF484MWV	mean	DNASE	large intestine male embryo (91 day)		DNase-seq	f_549
549	ENCFF712OII	mean	DNASE	right kidney female embryo (117 days)		DNase-seq	f_550
550	ENCFF268XHZ	mean	DNASE	right kidney male embryo (91 day)		DNase-seq	f_551
551	ENCFF375JUQ	mean	DNASE	skin fibroblast male embryo (97 days)		DNase-seq	f_552
552	ENCFF328BAN	mean	DNASE	globus pallidus male adult (78 years) and male adult (84 years)		DNase-seq	f_553
553	ENCFF518IQW	mean	DNASE	kidney female embryo (105 days)		DNase-seq	f_554
554	ENCFF412KRU	mean	DNASE	right atrium auricular region female adult (53 years)		DNase-seq	f_555
555	ENCFF721IYP	mean	DNASE	thymus female embryo (147 days)		DNase-seq	f_556
556	ENCFF017FGP	mean	DNASE	stomach male adult (34 years)		DNase-seq	f_557
557	ENCFF540MDC	mean	DNASE	eye embryo (56 days) and male embryo (76 days)		DNase-seq	f_558
558	ENCFF376RIO	mean	DNASE	esophagus squamous epithelium male adult (37 years)		DNase-seq	f_559
559	ENCFF888PNL	mean	DNASE	glomerular visceral epithelial cell child (3 years)		DNase-seq	f_560
560	ENCFF167DZY	mean	DNASE	muscle of back male embryo (127 days)		DNase-seq	f_561
561	ENCFF072UOA	mean	DNASE	spinal cord male embryo (96 days)		DNase-seq	f_562
562	ENCFF222GDV	mean	DNASE	MCF 10A		DNase-seq	f_563
563	ENCFF098CAJ	mean	DNASE	transverse colon male adult (54 years)		DNase-seq	f_564
564	ENCFF419BLQ	mean	DNASE	kidney embryo (59 days) and female embryo (59 days)		DNase-seq	f_565
565	ENCFF117WXM	mean	DNASE	H1-hESC		DNase-seq	f_566
566	ENCFF112GQO	mean	DNASE	large intestine female embryo (98 days)		DNase-seq	f_567
567	ENCFF691QJR	mean	DNASE	large intestine female embryo (103 days)		DNase-seq	f_568
568	ENCFF804AOO	mean	DNASE	placenta male embryo (85 days)		DNase-seq	f_569
569	ENCFF772ECZ	mean	DNASE	left lung female embryo (91 day)		DNase-seq	f_570
570	ENCFF751LRX	mean	DNASE	heart embryo (80 days)		DNase-seq	f_571
571	ENCFF130BQK	mean	DNASE	femur female embryo (98 days)		DNase-seq	f_572
572	ENCFF345ALB	mean	DNASE	H4		DNase-seq	f_573
573	ENCFF497YLT	mean	DNASE	trophoblast cell embryo (23 weeks)		DNase-seq	f_574
574	ENCFF258PIV	mean	DNASE	urinary bladder male embryo (76 days)		DNase-seq	f_575
575	ENCFF528SGI	mean	DNASE	HT-29		DNase-seq	f_576
